ADDRESSCOUNTRYCODE,ADDRESSSTATECODE,CITY,FACILITYADDRESSID,FACILITYADDRESSTYPE,FACILITYID,FACILITYSTREETADDRESS1,FACILITYSTREETADDRESS2,FACILITYSTREETADDRESS3,POSTALCODE
"USA","AZ","Tucson","18480718","Physical","259210","","","","85730"
"USA","AZ","Tucson","18480719","Physical","259210","","","","85730"
"USA","AZ","Tucson","18480720","Physical","259211","","","","85730"
"USA","AZ","Tucson","18480721","Physical","259211","","","","85730"
"USA","AZ","Tucson","18480722","Physical","251562","3693 S. Old Spanish Trail","","","85730"
"USA","AZ","Tucson","18480723","Physical","251563","2700 N Kinney Rd","","","85743"
"USA","WI","Trego","18480724","Physical","259212","Namekagon River Visitor Center","W5483 U.S. Highway 63","","54888"
"USA","WI","Trego","18480725","Mailing","259212","Namekagon River Visitor Center","P.O. Box 100","","54888"
"USA","WI","St. Croix Falls","18480726","Physical","259213","401 North Hamilton St.","","","54024"
"USA","ME","Calais","18480727","Physical","259214","84 Saint Croix Drive","","","04619     "
"USA","ME","Calais","18480728","Mailing","259214","PO Box 247","","","04619     "
"USA","NH","Cornish","18480729","Physical","259215","","","","03745     "
"USA","NH","Cornish","18480730","Physical","259215","","","","03745     "
"USA","NM","Mountainair","18480731","Physical","259216","Salinas Pueblo Missions NM","102 South Ripley St.","","87036-0517"
"USA","NM","Mountainair","18480732","Mailing","259216","Salinas Pueblo Missions NM","PO Box 517","","87036"
"USA","NM","Mountainair","18480733","Physical","259217","Abo Ruins Visitor Center","Salinas Pueblo Missions NM","#69 Abo Ruins Road","87036"
"USA","NM","Mountainair","18480734","Mailing","259217","Abo Ruins Visitor Center","Salinas Pueblo Missions NM","PO Box 517","87036"
"USA","NM","Mountainair","18480735","Physical","259218","Quarai Ruins Visitor Center","Salinas Pueblo Missions NM","10 Quarai Manzano Rd","87036"
"USA","NM","Mountainair","18480736","Mailing","259218","Quarai Ruins Visitor Center","Salinas Pueblo Missions NM","P.O. Box 517","87036"
"USA","NM","Mountainair","18480737","Physical","259219","Gran Quivira Ruins Visitor Center","Salinas Pueblo Missions NM","4030 Gran Quivira","87036"
"USA","NM","Mountainair","18480738","Mailing","259219","Gran Quivira Ruins Visitor Center","Salinas Pueblo Missions NM","P.O. Box 517","87036"
"USA","VI","Christiansted","18480739","Physical","259220","","","","00820     "
"USA","VI","Christiansted","18480740","Physical","259220","","","","00820     "
"USA","TX","San Antonio","18480741","Physical","259221","6701 San Jose Dr","","","78214"
"USA","TX","San Antonio","18480742","Mailing","259221","2202 Roosevelt Ave","","","78210"
"USA","WA","Friday Harbor","18480749","Physical","259225","4668 Cattle Point Rd","","","98250"
"USA","WA","Friday Harbor","18480750","Mailing","259225","PO Box 429","","","98250"
"USA","WA","Friday Harbor","18480751","Physical","259226","3905 West Valley Rd","","","98250"
"USA","WA","Friday Harbor","18480752","Mailing","259226","PO Box 429","","","98250"
"USA","CO","Chivington","18480753","Physical","259227","Sand Creek Massacre NHS","55411 County Road W","","81036"
"USA","CO","Eads","18480754","Mailing","259227","Sand Creek Massacre NHS","P.O. Box 249","","81036"
"USA","CA","Calabasas","18480755","Physical","259228","26876 Mulholland Highway","","","91302"
"USA","CA","Newbury Park","18480756","Physical","259229","Via Goleta, Newbury Park, CA, 91320","","","91320"
"USA","NE","Gering","18480758","Physical","259230","190276 Old Oregon Trail","","","69341"
"USA","NE","Gering","18480759","Mailing","259230","P.O. Box 27","","","69341"
"USA","CA","Sequoia National Park","18480760","Physical","246862","Mile 12.3, South Fork Road","","","93271"
"USA","CA","Three Rivers","18480761","Mailing","246862","47050 Generals Highway","","","93271"
"USA","CA","Sequoia National Park","18480762","Physical","246864","Mile 23.4, Mineral King Road","","","93271"
"USA","CA","Three Rivers","18480763","Mailing","246864","47050 Generals Highway","","","93271"
"USA","CA","Sequoia National Park","18480764","Physical","246863","Mile 19.1, Mineral King Road","","","93271"
"USA","CA","Three Rivers","18480765","Mailing","246863","47050 Generals Highway","","","93271"
"USA","CA","Grant Grove","18480766","Physical","246865","Azalea Drive","","","93633"
"USA","CA","Three Rivers","18480767","Mailing","246865","47050 Generals Highway","","","93271"
"USA","CA","Kings Canyon National Park","18480768","Physical","245690","Mile 33.1  CA-180","","","93633"
"USA","CA","Three Rivers","18480769","Mailing","245690","47050 Generals Highway","","","93271"
"USA","CA","Kings Canyon National Park","18480770","Physical","246869","Mile 31.4 CA-180","","","93633"
"USA","CA","Three Rivers","18480771","Mailing","246869","47050 Generals Highway","","","93271"
"USA","CA","Three Rivers","18480772","Physical","259231","47050 Generals Highway","","","93271"
"USA","CA","Sequoia National Park","18480773","Physical","259232","Mile 16, Generals Highway","","","93262"
"USA","CA","Three  Rivers","18480774","Mailing","259232","47050 Generals Highway","","","93271"
"USA","CA","Kings Canyon National Park","18480775","Physical","259233","83918 Highway 180","","","93633"
"USA","CA","Three Rivers","18480776","Mailing","259233","47050 Generals Highway","","","93271"
"USA","CA","Sequoia National Park","18480777","Physical","259234","63100 Lodgepole Rd.","","","93262"
"USA","CA","Three Rivers","18480778","Mailing","259234","47050 Generals Highway","","","93271"
"USA","CA","Kings Canyon National Park","18480779","Physical","259235","Northside Drive","","","93633"
"USA","CA","Three Rivers","18480780","Mailing","259235","47050 Generals Highway","","","93271"
"USA","CA","Sequoia National Park","18480781","Physical","259236","Mile 24, Mineral King Road","","","93271"
"USA","CA","Three Rivers","18480782","Mailing","259236","47050 Generals Highway","","","93271"
"USA","VA","Standardsville","18480783","Physical","259237","Lewis Mountain Campground","Skyline Drive, Mile 37.5","Shenandoah National Park","22973"
"USA","VA","Luray","18480784","Mailing","259237","Lewis Mountain Campground","Shenandoah National Park","3655 Hwy 211 East","22835"
"USA","VA","Luray","18480785","Physical","259238","","","","22835"
"USA","VA","Luray","18480786","Physical","259238","","","","22835"
"USA","VA","Stanley","18480787","Physical","259239","Harry F. Byrd, Sr. Visitor Center","Skyline Drive",""," 22851    "
"USA","VA","Luray","18480788","Mailing","259239","Shenandoah National","Park 3655 Hwy 211 East","","22835"
"USA","TN","Shiloh","18480789","Physical","259240","","","","38376"
"USA","TN","Shiloh","18480790","Physical","259240","","","","38376"
"USA","TN","Shiloh","18480791","Physical","247790","1055 Pittsburg Landing Road","","","38376"
"USA","TN","Shiloh","18480792","Physical","247790","1055 Pittsburg Landing Road","","","38376"
"USA","AK","Sitka","18480793","Physical","259241","106 Metlakatla St","","","99835"
"USA","AK","Sitka","18480794","Mailing","259241","103 Monastery St","","","99835"
"USA","MI","Glen Arbor","18480795","Physical","259242","8010 West Harbor Highway  (M-109)","","","49636"
"USA","MI","Empire","18480796","Mailing","259242","9922 Front Street","","","49630"
"USA","MI","Honor","18480797","Physical","259243","5685 Lake Michigan Road","","","49640"
"USA","MI","Empire","18480798","Mailing","259243","9922 Front Street","","","49630"
"USA","MI","Empire","18480799","Physical","259244","9922 Front Street","","","49630"
"USA","MI","Empire","18480800","Physical","259245","9922 Front Street","","","49630"
"USA","MI","Empire","18480801","Physical","259246","","","","49630"
"USA","MI","Empire","18480802","Physical","259246","","","","49630"
"USA","MI","South Manitou Island Village","18480803","Physical","259247","South Manitou Island Visitor Center","","","49630"
"USA","MA","Springfield","18480804","Physical","259248","","","","01105     "
"USA","MA","Springfield","18480805","Physical","259248","","","","01105     "
"USA","NY","New York City","18480806","Physical","259249","Liberty Island","","","10004"
"USA","TN","Murfreesboro","18480807","Physical","246871","3501 Old Nashville Highway","","","37129"
"USA","TN","Murfreesboro","18480808","Physical","246871","3501 Old Nashville Highway","","","37129"
"USA","AZ","Flagstaff","18480809","Physical","259250","6082 Sunset Crater Road","","","86004"
"USA","AZ","Flagstaff","18480810","Mailing","259250","6400 U.S. 89","","","86004"
"USA","KS","Strong City","18480811","Physical","259251","","","","66869"
"USA","KS","Strong City","18480812","Physical","259251","","","","66869"
"USA","KS","Strong City","18480813","Physical","259252","2480B KS Hwy 177","","","66869"
"USA","ND","Watford City","18480818","Physical","246872","208 Scenic Dr.","","","58854"
"USA","ND","Watford City","18480819","Physical","246872","208 Scenic Dr.","","","58854"
"USA","ND","Medora","18480820","Physical","259253","201 East River Road N.","","","58645"
"USA","ND","Medora","18480821","Mailing","259253","PO Box 7","","","58645"
"USA","ND","Watford City","18480822","Physical","259254","208 Scenic Drive","","","58854-9327"
"USA","ND","Medora","18480823","Mailing","259254","PO Box 7","","","58645"
"USA","ND","Hwy 94","18480824","Physical","259255","Exit 32","","","58645"
"USA","ND","Medora","18480825","Mailing","259255","PO Box 7","315 Second Avenue","","58645"
"USA","NJ","West Orange","18480826","Physical","259256","211 Main Street","","","07052     "
"USA","UT","American Fork","18480827","Physical","259257","RR 3 Box 200","","","84003"
"USA","FL","Jacksonville","18480828","Physical","259258","12713 Fort Caroline Road","","","32225"
"USA","FL","Jacksonville","18480829","Physical","259259","11676 Palmetto Ave.","","","32226"
"USA","AZ","Roosevelt","18480830","Physical","259260","26260 N AZ Hwy 188 Lot 2","","","85545"
"USA","CA","Tulelake","18480831","Physical","246875","800 Main St.","","","96134"
"USA","CA","Tulelake","18480832","Mailing","246875","P.O. Box 1240","","","96134"
"USA","AZ","Tumacacori","18480833","Physical","259261","1891 E Frontage Road","","","85640"
"USA","AZ","Tumacacori","18480834","Mailing","259261","P.O. Box 8067","","","85640"
"USA","MS","Tupelo","18480835","Physical","259262","","","","38801"
"USA","MS","Tupelo","18480836","Physical","259262","","","","38801"
"USA","AZ","Clarkdale","18480837","Physical","259263","25 Tuzigoot Road","","","86324"
"USA","AZ","Camp Verde","18480838","Mailing","259263","P. O. Box 219","","","86322"
"USA","MO","St. Louis","18480839","Physical","259264","7400 Grant Road","","","63123"
"USA","NM","Jemez Springs","18480840","Physical","259265","39201 New Mexico Highway 4","","","87025"
"USA","NM","Jemez Springs","18480841","Mailing","259265","PO Box 359","","","87025"
"USA","PA","King of Prussia","18480842","Physical","259266","","","","19406"
"USA","PA","King of Prussia","18480843","Physical","259266","","","","19406"
"USA","NY","Hyde Park","18480844","Physical","259267","119 Vanderbilt Park Road","","","12538"
"USA","NY","Hyde Park","18480845","Mailing","259267","4097 Albany Post Road","","","12538"
"USA","MS","Vicksburg","18480846","Physical","259268","3201 Clay Street","","","39183"
"USA","VI","St. John","18480847","Physical","259269","North Shore Road","","","00830     "
"USA","VI","St. John","18480848","Mailing","259269","North Shore Road00830","","","00830     "
"USA","VI","St. John","18480849","Physical","259270","1300 Cruz Bay Creek","","","00830     "
"USA","MN","International Falls","18480850","Physical","259271","Voyageurs National Park- Rainy Lake Visitor Center","1797 Township Rd 342","","56649"
"USA","MN","International Falls","18480851","Mailing","259271","Voyageurs National Park- Rainy Lake Visitor Center","360 Hwy 11 East","","56649"
"USA","MN","International Falls","18480852","Physical","259272","","","","56649"
"USA","MN","International Falls","18480853","Physical","259272","","","","56649"
"USA","MN","International Falls","18480854","Physical","259273","","","","56649"
"USA","MN","International Falls","18480855","Physical","259273","","","","56649"
"USA","TX","Waco","18480856","Physical","259274","6220 Steinbeck Bend Drive","","","76708"
"USA","AZ","Flagstaff","18480857","Physical","259275","3 Walnut Canyon Road","","","86004"
"USA","AZ","Flagstaff","18480858","Mailing","259275","6400 US Hwy 89","","","86004"
"USA","GU","Sumay","18480859","Physical","247570","Marine Corps Blvd.","Just Outside Guam Navy Base Entrance","","96910"
"USA","GU","Hagatna","18480860","Mailing","247570","135 Murray Blvd.","Ste. 100","","96910"
"USA","OK","Cheyenne","18480861","Physical","259276","18555 Hwy 47A, Ste. A","","","73628"
"USA","CT","Wilton","18480862","Physical","251557","735 Nod Hill Road","","","06897     "
"USA","CA","Whiskeytown","18480863","Physical","259277","12485 CA-299","","","96095"
"USA","CA","Whiskeytown","18480864","Mailing","259277","P.O. Box 40","","","96095"
"USA","CA","Whiskeytown","18480865","Physical","259278","","","","96095"
"USA","CA","Whiskeytown","18480866","Physical","259278","","","","96095"
"USA","CA","Whiskeytown","18480867","Physical","259279","","","","96095"
"USA","CA","Whiskeytown","18480868","Physical","259279","","","","96095"
"USA","CA","Whiskeytown","18480879","Physical","259285","","","","96095"
"USA","CA","Whiskeytown","18480880","Physical","259285","","","","96095"
"USA","CA","Whiskeytown","18480881","Physical","259286","14412 Kennedy Memorial Drive","","","96095"
"USA","CA","Whiskeytown","18480882","Mailing","259286","P.O. Box 188","","","96095"
"USA","NM","Alamogordo","18480883","Physical","246876","19955 Highway 70 West","","","88310"
"USA","NM","Alamogordo","18480884","Physical","246876","19955 Highway 70 West","","","88310"
"USA","NM","Alamogordo","18480885","Physical","259287","19955 Hwy 70 W.","","","88310"
"USA","NM","Holloman AFB","18480886","Mailing","259287","PO Box 1086","","","88310"
"USA","WA","Walla Walla","18480887","Physical","259288","","","","99362"
